kid	pa	ma	pair
2489	T089709_2011	T054033_2008	T054035_2008	T054033_2008--T054035_2008
2490	T089710_2011	T054220_2008	T054749_2008	T054220_2008--T054749_2008
2491	T089711_2011	T054550_2008	T054139_2008	T054550_2008--T054139_2008
2492	T089716_2011	T054801_2008	T054531_2008	T054801_2008--T054531_2008
2493	T089722_2011	T030279_2007	T030148_2007	T030279_2007--T030148_2007
2494	T089726_2011	T071694_2008	T055231_2008	T071694_2008--T055231_2008
2495	T089730_2011	T054503_2008	T054505_2008	T054503_2008--T054505_2008
2496	T089733_2011	T055171_2008	T055212_2008	T055171_2008--T055212_2008
2497	T089734_2011	T054012_2008	T054019_2008	T054012_2008--T054019_2008
2498	T089735_2011	T054285_2008	T054744_2008	T054285_2008--T054744_2008
2499	T089740_2011	T054135_2008	T054154_2008	T054135_2008--T054154_2008
2500	T089741_2011	T030102_2007	T030083_2007	T030102_2007--T030083_2007
2501	T089743_2011	T071683_2008	T054803_2008	T071683_2008--T054803_2008
2502	T089744_2011	T071674_2008	T054747_2008	T071674_2008--T054747_2008
2503	T089747_2011	T071648_2008	T054216_2008	T071648_2008--T054216_2008
2504	T089749_2011	T054053_2008	T054352_2008	T054053_2008--T054352_2008
2505	T089751_2011	T054544_2008	T071658_2008	T054544_2008--T071658_2008
2506	T089754_2011	T030179_2007	T030315_2007	T030179_2007--T030315_2007
2507	T089755_2011	T071691_2008	T055191_2008	T071691_2008--T055191_2008
2508	T089756_2011	T054769_2008	T054238_2008	T054769_2008--T054238_2008
2509	T089757_2011	T030020_2007	T030048_2007	T030020_2007--T030048_2007
2510	T089759_2011	T066508_2008	T054021_2008	T066508_2008--T054021_2008
2511	T089763_2011	T059825_2009	T059892_2009	T059825_2009--T059892_2009
2512	T089774_2011	T054558_2008	T054794_2008	T054558_2008--T054794_2008
2513	T089777_2011	T030430_2007	T029951_2007	T030430_2007--T029951_2007
2514	T089782_2011	T071625_2008	T054074_2008	T071625_2008--T054074_2008
2515	T089784_2011	T029655_2007	T029680_2007	T029655_2007--T029680_2007
2516	T089790_2011	T029764_2007	T029776_2007	T029764_2007--T029776_2007
2517	T089794_2011	T029935_2007	T029454_2007	T029935_2007--T029454_2007
2518	T089796_2011	T054220_2008	T054749_2008	T054220_2008--T054749_2008
2519	T089798_2011	T029938_2007	T029758_2007	T029938_2007--T029758_2007
2520	T089804_2011	T030555_2007	T030635_2007	T030555_2007--T030635_2007
2521	T089805_2011	T054045_2008	T054312_2008	T054045_2008--T054312_2008
2522	T089807_2011	T054783_2008	T054755_2008	T054783_2008--T054755_2008
2523	T089808_2011	T054227_2008	T054746_2008	T054227_2008--T054746_2008
2524	T089811_2011	T054012_2008	T054019_2008	T054012_2008--T054019_2008
2525	T089812_2011	T054783_2008	T054755_2008	T054783_2008--T054755_2008
2526	T089813_2011	T071663_2008	T054764_2008	T071663_2008--T054764_2008
2527	T089814_2011	T054331_2008	T054334_2008	T054331_2008--T054334_2008
2528	T089821_2011	T071674_2008	T054747_2008	T071674_2008--T054747_2008
2529	T089827_2011	T030675_2007	T030648_2007	T030675_2007--T030648_2007
2530	T089828_2011	T059577_2009	T104807_2009	T059577_2009--T104807_2009
2531	T089832_2011	T054144_2008	T054146_2008	T054144_2008--T054146_2008
2532	T089838_2011	T054526_2008	T071669_2008	T054526_2008--T071669_2008
2533	T089842_2011	T029701_2007	T029489_2007	T029701_2007--T029489_2007
2534	T089843_2011	T054026_2008	T054071_2008	T054026_2008--T054071_2008
2535	T089845_2011	T030616_2007	T030625_2007	T030616_2007--T030625_2007
2536	T089846_2011	T071694_2008	T055231_2008	T071694_2008--T055231_2008
2537	T089847_2011	T059793_2009	T059955_2009	T059793_2009--T059955_2009
2538	T089848_2011	T054550_2008	T054139_2008	T054550_2008--T054139_2008
2539	T089850_2011	T054185_2008	T071646_2008	T054185_2008--T071646_2008
2540	T089851_2011	T054361_2008	T054475_2008	T054361_2008--T054475_2008
2541	T089854_2011	T054857_2008	T071678_2008	T054857_2008--T071678_2008
2542	T089859_2011	T054544_2008	T071658_2008	T054544_2008--T071658_2008
2543	T089861_2011	T030585_2007	T030658_2007	T030585_2007--T030658_2007
2544	T089864_2011	T054209_2008	T071644_2008	T054209_2008--T071644_2008
2545	T089865_2011	T054041_2008	T054333_2008	T054041_2008--T054333_2008
2546	T089869_2011	T055200_2008	T055223_2008	T055200_2008--T055223_2008
2547	T089870_2011	T054783_2008	T054755_2008	T054783_2008--T054755_2008
2548	T089871_2011	T054026_2008	T054071_2008	T054026_2008--T054071_2008
2549	T089873_2011	T054134_2008	T054229_2008	T054134_2008--T054229_2008
2550	T089875_2011	T055247_2008	T055178_2008	T055247_2008--T055178_2008
2551	T089877_2011	T054220_2008	T054749_2008	T054220_2008--T054749_2008
2552	T089881_2011	T029425_2007	T029430_2007	T029425_2007--T029430_2007
2553	T089882_2011	T071709_2008	T055592_2008	T071709_2008--T055592_2008
2554	T089887_2011	T054799_2008	T054219_2008	T054799_2008--T054219_2008
2555	T089888_2011	T054222_2008	T054189_2008	T054222_2008--T054189_2008
2556	T089891_2011	T054863_2008	T054233_2008	T054863_2008--T054233_2008
2557	T089896_2011	T071625_2008	T054074_2008	T071625_2008--T054074_2008
2558	T089899_2011	T030632_2007	T030722_2007	T030632_2007--T030722_2007
2559	T089903_2011	T030710_2007	T030677_2007	T030710_2007--T030677_2007
2560	T089904_2011	T030139_2007	T030273_2007	T030139_2007--T030273_2007
2561	T089905_2011	T030263_2007	T030086_2007	T030263_2007--T030086_2007
2562	T089906_2011	T054249_2008	T054796_2008	T054249_2008--T054796_2008
2563	T089908_2011	T054816_2008	T054535_2008	T054816_2008--T054535_2008
2564	T089913_2011	T054285_2008	T054744_2008	T054285_2008--T054744_2008
2565	T089914_2011	T055247_2008	T055178_2008	T055247_2008--T055178_2008
2566	T089919_2011	T054159_2008	T054278_2008	T054159_2008--T054278_2008
2567	T089924_2011	T054263_2008	T054832_2008	T054263_2008--T054832_2008
2568	T089925_2011	T055187_2008	T055225_2008	T055187_2008--T055225_2008
2569	T089927_2011	T054012_2008	T054019_2008	T054012_2008--T054019_2008
2570	T089928_2011	T054159_2008	T054278_2008	T054159_2008--T054278_2008
2571	T089929_2011	T054200_2008	T071681_2008	T054200_2008--T071681_2008
2572	T089932_2011	T071664_2008	T054829_2008	T071664_2008--T054829_2008
2573	T089933_2011	T055187_2008	T055225_2008	T055187_2008--T055225_2008
2574	T089937_2011	T055200_2008	T055223_2008	T055200_2008--T055223_2008
2575	T089938_2011	T054268_2008	T054798_2008	T054268_2008--T054798_2008
2576	T089939_2011	T058549_2009	T058552_2009	T058549_2009--T058552_2009
2577	T089944_2011	T054540_2008	T054759_2008	T054540_2008--T054759_2008
2578	T089945_2011	T054772_2008	T054231_2008	T054772_2008--T054231_2008
2579	T089954_2011	T055324_2008	T055644_2008	T055324_2008--T055644_2008
2580	T089955_2011	T030102_2007	T030083_2007	T030102_2007--T030083_2007
2581	T089956_2011	T054150_2008	T054225_2008	T054150_2008--T054225_2008
2582	T089957_2011	T054783_2008	T054755_2008	T054783_2008--T054755_2008
2583	T089959_2011	T054863_2008	T054233_2008	T054863_2008--T054233_2008
2584	T089960_2011	T054209_2008	T071644_2008	T054209_2008--T071644_2008
2585	T089961_2011	T055141_2008	T055184_2008	T055141_2008--T055184_2008
2586	T089963_2011	T029919_2007	T029657_2007	T029919_2007--T029657_2007
2587	T089965_2011	T054150_2008	T054225_2008	T054150_2008--T054225_2008
2588	T089967_2011	T059808_2009	T059871_2009	T059808_2009--T059871_2009
2589	T089968_2011	T030263_2007	T030086_2007	T030263_2007--T030086_2007
2590	T089969_2011	T054288_2008	T071623_2008	T054288_2008--T071623_2008
2591	T089970_2011	T055218_2008	T055161_2008	T055218_2008--T055161_2008
2592	T089971_2011	T054863_2008	T054233_2008	T054863_2008--T054233_2008
2593	T089972_2011	T054528_2008	T054281_2008	T054528_2008--T054281_2008
2594	T089973_2011	T071657_2008	T054259_2008	T071657_2008--T054259_2008
2595	T089975_2011	T054526_2008	T071669_2008	T054526_2008--T071669_2008
2596	T089978_2011	T055152_2008	T055253_2008	T055152_2008--T055253_2008
2597	T089979_2011	T071625_2008	T054074_2008	T071625_2008--T054074_2008
2598	T089980_2011	T054543_2008	T054539_2008	T054543_2008--T054539_2008
2599	T089981_2011	T030632_2007	T030722_2007	T030632_2007--T030722_2007
2600	T089982_2011	T055601_2008	T071703_2008	T055601_2008--T071703_2008
2601	T089983_2011	T030352_2007	T030545_2007	T030352_2007--T030545_2007
2602	T089984_2011	T030263_2007	T030086_2007	T030263_2007--T030086_2007
2603	T089985_2011	T054210_2008	T054175_2008	T054210_2008--T054175_2008
2604	T089986_2011	T029728_2007	T029744_2007	T029728_2007--T029744_2007
2605	T089987_2011	T054227_2008	T054844_2008	T054227_2008--T054844_2008
2606	T089990_2011	T054180_2008	T054809_2008	T054180_2008--T054809_2008
2607	T089991_2011	T030091_2007	T030284_2007	T030091_2007--T030284_2007
2608	T089992_2011	T054558_2008	T054794_2008	T054558_2008--T054794_2008
2609	T089994_2011	T059561_2009	T059635_2009	T059561_2009--T059635_2009
2610	T089995_2011	T059793_2009	T059955_2009	T059793_2009--T059955_2009
2611	T089997_2011	T054799_2008	T054219_2008	T054799_2008--T054219_2008
2612	T089998_2011	T059808_2009	T104793_2009	T059808_2009--T104793_2009
2613	T090002_2011	T059599_2009	T104800_2009	T059599_2009--T104800_2009
2614	T090004_2011	T071625_2008	T054074_2008	T071625_2008--T054074_2008
2615	T090005_2011	T030117_2007	T030124_2007	T030117_2007--T030124_2007
2616	T090006_2011	T054314_2008	T054492_2008	T054314_2008--T054492_2008
2617	T090284_2011	T055196_2008	T055228_2008	T055196_2008--T055228_2008
2618	T090010_2011	T059850_2009	T059855_2009	T059850_2009--T059855_2009
2619	T090011_2011	T057141_2009	T057147_2009	T057141_2009--T057147_2009
2620	T090013_2011	T054807_2008	T054176_2008	T054807_2008--T054176_2008
2621	T090018_2011	T054210_2008	T054175_2008	T054210_2008--T054175_2008
2622	T090020_2011	T055136_2008	T055201_2008	T055136_2008--T055201_2008
2623	T090021_2011	T054215_2008	T054190_2008	T054215_2008--T054190_2008
2624	T090022_2011	T054134_2008	T054229_2008	T054134_2008--T054229_2008
2625	T090023_2011	T055196_2008	T055228_2008	T055196_2008--T055228_2008
2626	T090025_2011	T029673_2007	T029646_2007	T029673_2007--T029646_2007
2627	T090026_2011	T030356_2007	T030154_2007	T030356_2007--T030154_2007
2628	T090027_2011	T054769_2008	T054238_2008	T054769_2008--T054238_2008
2629	T090028_2011	T055187_2008	T055225_2008	T055187_2008--T055225_2008
2630	T090031_2011	T054528_2008	T054281_2008	T054528_2008--T054281_2008
2631	T090033_2011	T054137_2008	T054240_2008	T054137_2008--T054240_2008
2632	T090041_2011	T054210_2008	T054175_2008	T054210_2008--T054175_2008
2633	T090044_2011	T055636_2008	T055621_2008	T055636_2008--T055621_2008
2634	T090046_2011	T054126_2008	T054125_2008	T054126_2008--T054125_2008
2635	T090048_2011	T055135_2008	T055230_2008	T055135_2008--T055230_2008
2636	T090050_2011	T054816_2008	T054535_2008	T054816_2008--T054535_2008
2637	T090052_2011	T055141_2008	T055184_2008	T055141_2008--T055184_2008
2638	T090053_2011	T055648_2008	T055649_2008	T055648_2008--T055649_2008
2639	T090055_2011	T030316_2007	T030379_2007	T030316_2007--T030379_2007
2640	T090059_2011	T029692_2007	T029880_2007	T029692_2007--T029880_2007
2641	T090060_2011	T054783_2008	T054755_2008	T054783_2008--T054755_2008
2642	T090063_2011	T058518_2009	T058423_2009	T058518_2009--T058423_2009
2643	T090064_2011	T054797_2008	T071680_2008	T054797_2008--T071680_2008
2644	T090065_2011	T056571_2009	T056572_2009	T056571_2009--T056572_2009
2645	T090067_2011	T030102_2007	T030083_2007	T030102_2007--T030083_2007
2646	T090068_2011	T059639_2009	T059592_2009	T059639_2009--T059592_2009
2647	T090069_2011	T058549_2009	T058552_2009	T058549_2009--T058552_2009
2648	T090072_2011	T030350_2007	T030519_2007	T030350_2007--T030519_2007
2649	T090077_2011	T055269_2008	T055301_2008	T055269_2008--T055301_2008
2650	T090078_2011	T071671_2008	T054848_2008	T071671_2008--T054848_2008
2651	T090080_2011	T054863_2008	T054233_2008	T054863_2008--T054233_2008
2652	T090081_2011	T054181_2008	T054174_2008	T054181_2008--T054174_2008
2653	T090082_2011	T054528_2008	T054281_2008	T054528_2008--T054281_2008
2654	T090083_2011	T071697_2008	T071700_2008	T071697_2008--T071700_2008
2655	T090086_2011	T054558_2008	T054794_2008	T054558_2008--T054794_2008
2656	T090090_2011	T030198_2007	T030155_2007	T030198_2007--T030155_2007
2657	T090092_2011	T029984_2007	T030301_2007	T029984_2007--T030301_2007
2658	T090093_2011	T054137_2008	T054240_2008	T054137_2008--T054240_2008
2659	T090094_2011	T055182_2008	T055192_2008	T055182_2008--T055192_2008
2660	T090098_2011	T054210_2008	T054175_2008	T054210_2008--T054175_2008
2661	T090102_2011	T055182_2008	T055192_2008	T055182_2008--T055192_2008
2662	T090104_2011	T054331_2008	T054334_2008	T054331_2008--T054334_2008
2663	T090106_2011	T054135_2008	T054154_2008	T054135_2008--T054154_2008
2664	T090107_2011	T054863_2008	T054233_2008	T054863_2008--T054233_2008
2665	T090109_2011	T054129_2008	T054111_2008	T054129_2008--T054111_2008
2666	T090111_2011	T055193_2008	T055189_2008	T055193_2008--T055189_2008
2667	T090115_2011	T054185_2008	T071646_2008	T054185_2008--T071646_2008
2668	T090118_2011	T054129_2008	T054111_2008	T054129_2008--T054111_2008
2669	T090127_2011	T054135_2008	T054154_2008	T054135_2008--T054154_2008
2670	T090135_2011	T071692_2008	T055143_2008	T071692_2008--T055143_2008
2671	T090147_2011	T054200_2008	T071681_2008	T054200_2008--T071681_2008
2672	T090153_2011	T054126_2008	T054125_2008	T054126_2008--T054125_2008
2673	T090154_2011	T055653_2008	T055611_2008	T055653_2008--T055611_2008
2674	T090156_2011	T030076_2007	T030067_2007	T030076_2007--T030067_2007
2675	T090158_2011	T054222_2008	T054189_2008	T054222_2008--T054189_2008
2676	T090164_2011	T054150_2008	T054225_2008	T054150_2008--T054225_2008
2677	T090166_2011	T054197_2008	T054202_2008	T054197_2008--T054202_2008
2678	T090167_2011	T055305_2008	T067381_2008	T055305_2008--T067381_2008
2679	T090169_2011	T054188_2008	T054237_2008	T054188_2008--T054237_2008
2680	T090170_2011	T055324_2008	T055644_2008	T055324_2008--T055644_2008
2681	T090171_2011	T054554_2008	T054149_2008	T054554_2008--T054149_2008
2682	T090172_2011	T054180_2008	T054212_2008	T054180_2008--T054212_2008
2683	T090173_2011	T054769_2008	T054238_2008	T054769_2008--T054238_2008
2684	T090174_2011	T055193_2008	T055189_2008	T055193_2008--T055189_2008
2685	T090176_2011	T055266_2008	T055284_2008	T055266_2008--T055284_2008
2686	T090177_2011	T054553_2008	T054530_2008	T054553_2008--T054530_2008
2687	T090183_2011	T054288_2008	T071623_2008	T054288_2008--T071623_2008
2688	T090185_2011	T055648_2008	T055649_2008	T055648_2008--T055649_2008
2689	T090188_2011	T030713_2007	T030690_2007	T030713_2007--T030690_2007
2690	T090189_2011	T054503_2008	T054505_2008	T054503_2008--T054505_2008
2691	T090190_2011	T071655_2008	T054264_2008	T071655_2008--T054264_2008
2692	T090192_2011	T059897_2009	T104782_2009	T059897_2009--T104782_2009
2693	T090194_2011	T071625_2008	T054074_2008	T071625_2008--T054074_2008
2694	T090197_2011	T054185_2008	T071646_2008	T054185_2008--T071646_2008
2695	T090198_2011	T054137_2008	T054240_2008	T054137_2008--T054240_2008
2696	T090199_2011	T055193_2008	T055189_2008	T055193_2008--T055189_2008
2697	T090200_2011	T054509_2008	T054084_2008	T054509_2008--T054084_2008
2698	T090201_2011	T054227_2008	T054844_2008	T054227_2008--T054844_2008
2699	T090205_2011	T054807_2008	T054176_2008	T054807_2008--T054176_2008
2700	T090206_2011	T054150_2008	T054225_2008	T054150_2008--T054225_2008
2701	T090208_2011	T054799_2008	T054219_2008	T054799_2008--T054219_2008
2702	T090209_2011	T054331_2008	T054334_2008	T054331_2008--T054334_2008
2703	T090213_2011	T054795_2008	T054549_2008	T054795_2008--T054549_2008
2704	T090217_2011	T057431_2009	T057415_2009	T057431_2009--T057415_2009
2705	T090218_2011	T055182_2008	T055192_2008	T055182_2008--T055192_2008
2706	T090219_2011	T054797_2008	T071680_2008	T054797_2008--T071680_2008
2707	T090222_2011	T055182_2008	T055192_2008	T055182_2008--T055192_2008
2708	T090223_2011	T055182_2008	T055192_2008	T055182_2008--T055192_2008
2709	T090226_2011	T054266_2008	T054168_2008	T054266_2008--T054168_2008
2710	T090227_2011	T054129_2008	T054111_2008	T054129_2008--T054111_2008
2711	T090228_2011	T054134_2008	T054229_2008	T054134_2008--T054229_2008
2712	T090229_2011	T054795_2008	T054549_2008	T054795_2008--T054549_2008
2713	T090230_2011	T054799_2008	T054219_2008	T054799_2008--T054219_2008
2714	T090232_2011	T054181_2008	T054174_2008	T054181_2008--T054174_2008
2715	T090233_2011	T055266_2008	T055284_2008	T055266_2008--T055284_2008
2716	T090234_2011	T054134_2008	T054229_2008	T054134_2008--T054229_2008
2717	T090235_2011	T054215_2008	T054190_2008	T054215_2008--T054190_2008
2718	T090236_2011	T055202_2008	T055236_2008	T055202_2008--T055236_2008
2719	T090238_2011	T055187_2008	T055225_2008	T055187_2008--T055225_2008
2720	T090239_2011	T071663_2008	T054764_2008	T071663_2008--T054764_2008
2721	T090243_2011	T054134_2008	T054229_2008	T054134_2008--T054229_2008
2722	T090244_2011	T054268_2008	T054798_2008	T054268_2008--T054798_2008
2723	T090245_2011	T054268_2008	T054798_2008	T054268_2008--T054798_2008
2724	T090246_2011	T054227_2008	T054746_2008	T054227_2008--T054746_2008
2725	T090247_2011	T071671_2008	T054848_2008	T071671_2008--T054848_2008
2726	T090250_2011	T059808_2009	T059871_2009	T059808_2009--T059871_2009
2727	T090252_2011	T054554_2008	T054149_2008	T054554_2008--T054149_2008
2728	T090254_2011	T055144_2008	T055188_2008	T055144_2008--T055188_2008
2729	T090255_2011	T059640_2009	T059602_2009	T059640_2009--T059602_2009
2730	T090258_2011	T054134_2008	T054229_2008	T054134_2008--T054229_2008
2731	T090260_2011	T055193_2008	T055189_2008	T055193_2008--T055189_2008
2732	T090280_2011	T055648_2008	T055649_2008	T055648_2008--T055649_2008
2733	T090281_2011	T030585_2007	T030658_2007	T030585_2007--T030658_2007
2734	T090265_2011	T029660_2007	T029796_2007	T029660_2007--T029796_2007
2735	T090267_2011	T071635_2008	T054287_2008	T071635_2008--T054287_2008
2736	T090272_2011	T055653_2008	T055611_2008	T055653_2008--T055611_2008
2737	T103296_2012	T058495_2009	T058496_2009	T058495_2009--T058496_2009
2738	T103297_2012	T058429_2009	T058441_2009	T058429_2009--T058441_2009
2739	T103298_2012	T059793_2009	T059955_2009	T059793_2009--T059955_2009
2740	T103299_2012	T104788_2009	T059927_2009	T104788_2009--T059927_2009
2741	T103300_2012	T058463_2009	T058428_2009	T058463_2009--T058428_2009
2742	T103301_2012	T059938_2009	T059815_2009	T059938_2009--T059815_2009
2743	T103302_2012	T059897_2009	T104782_2009	T059897_2009--T104782_2009
2744	T103303_2012	T059850_2009	T059848_2009	T059850_2009--T059848_2009
2745	T103304_2012	T058503_2009	T058504_2009	T058503_2009--T058504_2009
2746	T103305_2012	T059897_2009	T104782_2009	T059897_2009--T104782_2009
2747	T103306_2012	T056582_2009	T056583_2009	T056582_2009--T056583_2009
2748	T103776_2012	T065522_2010	T065308_2010	T065522_2010--T065308_2010
2749	T103308_2012	T056485_2009	T056687_2009	T056485_2009--T056687_2009
2750	T103778_2012	T065782_2010	T065566_2010	T065782_2010--T065566_2010
2751	T103309_2012	T059755_2009	T059743_2009	T059755_2009--T059743_2009
2752	T103310_2012	T056499_2009	T056500_2009	T056499_2009--T056500_2009
2753	T103311_2012	T059792_2009	T059834_2009	T059792_2009--T059834_2009
2754	T103312_2012	T057430_2009	T057432_2009	T057430_2009--T057432_2009
