kid	pa	ma	pair
2121	T086684_2011	T067985_2008	T067983_2008	T067985_2008--T067983_2008
2122	T086880_2011	T056080_2008	T056325_2008	T056080_2008--T056325_2008
2123	T086881_2011	T029442_2007	T029356_2007	T029442_2007--T029356_2007
2124	T086885_2011	T056110_2008	T056122_2008	T056110_2008--T056122_2008
2125	T086886_2011	T029671_2007	T029874_2007	T029671_2007--T029874_2007
2126	T086887_2011	T029844_2007	T029809_2007	T029844_2007--T029809_2007
2127	T086890_2011	T054241_2008	T054547_2008	T054241_2008--T054547_2008
2128	T086891_2011	T029780_2007	T029513_2007	T029780_2007--T029513_2007
2129	T086893_2011	T068850_2008	T068819_2008	T068850_2008--T068819_2008
2130	T086894_2011	T069000_2008	T068953_2008	T069000_2008--T068953_2008
2131	T086896_2011	T069006_2008	T069485_2008	T069006_2008--T069485_2008
2132	T086898_2011	T054544_2008	T071658_2008	T054544_2008--T071658_2008
2133	T086900_2011	T066536_2008	T055773_2008	T066536_2008--T055773_2008
2134	T086903_2011	T056181_2008	T056141_2008	T056181_2008--T056141_2008
2135	T086907_2011	T068102_2008	T067868_2008	T068102_2008--T067868_2008
2136	T086910_2011	T029878_2007	T029674_2007	T029878_2007--T029674_2007
2137	T086915_2011	T030481_2007	T030043_2007	T030481_2007--T030043_2007
2138	T086916_2011	T054912_2008	T054889_2008	T054912_2008--T054889_2008
2139	T086917_2011	T029654_2007	T029855_2007	T029654_2007--T029855_2007
2140	T086920_2011	T056091_2008	T056373_2008	T056091_2008--T056373_2008
2141	T086922_2011	T067493_2008	T067624_2008	T067493_2008--T067624_2008
2142	T086924_2011	T054249_2008	T054796_2008	T054249_2008--T054796_2008
2143	T086925_2011	T056424_2009	T056425_2009	T056424_2009--T056425_2009
2144	T086926_2011	T055135_2008	T055230_2008	T055135_2008--T055230_2008
2145	T086927_2011	T054309_2008	T054479_2008	T054309_2008--T054479_2008
2146	T086931_2011	T071641_2008	T054750_2008	T071641_2008--T054750_2008
2147	T086933_2011	T055165_2008	T055235_2008	T055165_2008--T055235_2008
2148	T086935_2011	T055654_2008	T055602_2008	T055654_2008--T055602_2008
2149	T086936_2011	T067774_2008	T067876_2008	T067774_2008--T067876_2008
2150	T086944_2011	T029457_2007	T029392_2007	T029457_2007--T029392_2007
2151	T086947_2011	T055247_2008	T055178_2008	T055247_2008--T055178_2008
2152	T086949_2011	T067196_2008	T067114_2008	T067196_2008--T067114_2008
2153	T086950_2011	T054137_2008	T054240_2008	T054137_2008--T054240_2008
2154	T086951_2011	T054222_2008	T054189_2008	T054222_2008--T054189_2008
2155	T086954_2011	T029607_2007	T029713_2007	T029607_2007--T029713_2007
2156	T086955_2011	T054783_2008	T054755_2008	T054783_2008--T054755_2008
2157	T086957_2011	T066967_2008	T067039_2008	T066967_2008--T067039_2008
2158	T086960_2011	T054769_2008	T054238_2008	T054769_2008--T054238_2008
2159	T086965_2011	T054130_2008	T054112_2008	T054130_2008--T054112_2008
2160	T086972_2011	T067054_2008	T067059_2008	T067054_2008--T067059_2008
2161	T086974_2011	T071661_2008	T054828_2008	T071661_2008--T054828_2008
2162	T088897_2011	T054236_2008	T071642_2008	T054236_2008--T071642_2008
2163	T088898_2011	T055255_2008	T055195_2008	T055255_2008--T055195_2008
2164	T088900_2011	T030523_2007	T030066_2007	T030523_2007--T030066_2007
2165	T088901_2011	T071694_2008	T055231_2008	T071694_2008--T055231_2008
2166	T088902_2011	T054554_2008	T054149_2008	T054554_2008--T054149_2008
2167	T088903_2011	T029423_2007	T029886_2007	T029423_2007--T029886_2007
2168	T088905_2011	T030102_2007	T030083_2007	T030102_2007--T030083_2007
2169	T088906_2011	T029607_2007	T029713_2007	T029607_2007--T029713_2007
2170	T088907_2011	T029556_2007	T029925_2007	T029556_2007--T029925_2007
2171	T088908_2011	T055278_2008	T055302_2008	T055278_2008--T055302_2008
2172	T088909_2011	T029673_2007	T029646_2007	T029673_2007--T029646_2007
2173	T088910_2011	T029438_2007	T029793_2007	T029438_2007--T029793_2007
2174	T088912_2011	T059555_2009	T059556_2009	T059555_2009--T059556_2009
2175	T088914_2011	T059808_2009	T104793_2009	T059808_2009--T104793_2009
2176	T088918_2011	T029756_2007	T029571_2007	T029756_2007--T029571_2007
2177	T088920_2011	T054857_2008	T071678_2008	T054857_2008--T071678_2008
2178	T088922_2011	T054846_2008	T054202_2008	T054846_2008--T054202_2008
2179	T088923_2011	T059909_2009	T059891_2009	T059909_2009--T059891_2009
2180	T088925_2011	T054147_2008	T054556_2008	T054147_2008--T054556_2008
2181	T088927_2011	T029687_2007	T029894_2007	T029687_2007--T029894_2007
2182	T088928_2011	T054130_2008	T054112_2008	T054130_2008--T054112_2008
2183	T088931_2011	T030212_2007	T030188_2007	T030212_2007--T030188_2007
2184	T088932_2011	T067192_2008	T067211_2008	T067192_2008--T067211_2008
2185	T088933_2011	T071694_2008	T055231_2008	T071694_2008--T055231_2008
2186	T088934_2011	T054053_2008	T054352_2008	T054053_2008--T054352_2008
2187	T088936_2011	T054309_2008	T054479_2008	T054309_2008--T054479_2008
2188	T088937_2011	T054010_2008	T054011_2008	T054010_2008--T054011_2008
2189	T088941_2011	T054150_2008	T054225_2008	T054150_2008--T054225_2008
2190	T088942_2011	T054270_2008	T054151_2008	T054270_2008--T054151_2008
2191	T088943_2011	T054361_2008	T054475_2008	T054361_2008--T054475_2008
2192	T088947_2011	T029780_2007	T029513_2007	T029780_2007--T029513_2007
2193	T088949_2011	T054528_2008	T054281_2008	T054528_2008--T054281_2008
2194	T088950_2011	T029927_2007	T029830_2007	T029927_2007--T029830_2007
2195	T088951_2011	T071668_2008	T054536_2008	T071668_2008--T054536_2008
2196	T088958_2011	T029801_2007	T029545_2007	T029801_2007--T029545_2007
2197	T088959_2011	T029541_2007	T029711_2007	T029541_2007--T029711_2007
2198	T088962_2011	T029556_2007	T029925_2007	T029556_2007--T029925_2007
2199	T088963_2011	T056025_2008	T056370_2008	T056025_2008--T056370_2008
2200	T088965_2011	T029650_2007	T029656_2007	T029650_2007--T029656_2007
2201	T088968_2011	T055870_2008	T055804_2008	T055870_2008--T055804_2008
2202	T088970_2011	T071664_2008	T054829_2008	T071664_2008--T054829_2008
2203	T088972_2011	T059755_2009	T059743_2009	T059755_2009--T059743_2009
2204	T088974_2011	T054804_2008	T054275_2008	T054804_2008--T054275_2008
2205	T088975_2011	T066986_2008	T067203_2008	T066986_2008--T067203_2008
2206	T088978_2011	T068776_2008	T068778_2008	T068776_2008--T068778_2008
2207	T088981_2011	T054357_2008	T054029_2008	T054357_2008--T054029_2008
2208	T088987_2011	T029664_2007	T029643_2007	T029664_2007--T029643_2007
2209	T088990_2011	T029554_2007	T029602_2007	T029554_2007--T029602_2007
2210	T088991_2011	T066810_2008	T055950_2008	T066810_2008--T055950_2008
2211	T088992_2011	T055986_2008	T055836_2008	T055986_2008--T055836_2008
2212	T088994_2011	T054058_2008	T054346_2008	T054058_2008--T054346_2008
2213	T088996_2011	T067132_2008	T067091_2008	T067132_2008--T067091_2008
2214	T088999_2011	T055641_2008	T055605_2008	T055641_2008--T055605_2008
2215	T089000_2011	T067227_2008	T067072_2008	T067227_2008--T067072_2008
2216	T089001_2011	T054310_2008	T054497_2008	T054310_2008--T054497_2008
2217	T089002_2011	T055187_2008	T055225_2008	T055187_2008--T055225_2008
2218	T089004_2011	T030263_2007	T030086_2007	T030263_2007--T030086_2007
2219	T089006_2011	T054550_2008	T054139_2008	T054550_2008--T054139_2008
2220	T089010_2011	T030389_2007	T030262_2007	T030389_2007--T030262_2007
2221	T089012_2011	T054181_2008	T054174_2008	T054181_2008--T054174_2008
2222	T089014_2011	T029906_2007	T029560_2007	T029906_2007--T029560_2007
2223	T089015_2011	T030279_2007	T030148_2007	T030279_2007--T030148_2007
2224	T089022_2011	T067774_2008	T067876_2008	T067774_2008--T067876_2008
2225	T089023_2011	T067534_2008	T067509_2008	T067534_2008--T067509_2008
2226	T089028_2011	T055986_2008	T055836_2008	T055986_2008--T055836_2008
2227	T089032_2011	T029607_2007	T029713_2007	T029607_2007--T029713_2007
2228	T089033_2011	T068685_2008	T068652_2008	T068685_2008--T068652_2008
2229	T089034_2011	T029420_2007	T029915_2007	T029420_2007--T029915_2007
2230	T089035_2011	T054541_2008	T054183_2008	T054541_2008--T054183_2008
2231	T089036_2011	T029468_2007	T029461_2007	T029468_2007--T029461_2007
2232	T089037_2011	T071663_2008	T054764_2008	T071663_2008--T054764_2008
2233	T089040_2011	T054541_2008	T054183_2008	T054541_2008--T054183_2008
2234	T089042_2011	T030356_2007	T030154_2007	T030356_2007--T030154_2007
2235	T089043_2011	T029919_2007	T029657_2007	T029919_2007--T029657_2007
2236	T089047_2011	T056070_2008	T056171_2008	T056070_2008--T056171_2008
2237	T089050_2011	T059577_2009	T104807_2009	T059577_2009--T104807_2009
2238	T089054_2011	T054863_2008	T054233_2008	T054863_2008--T054233_2008
2239	T089055_2011	T055833_2008	T055982_2008	T055833_2008--T055982_2008
2240	T089059_2011	T029938_2007	T029758_2007	T029938_2007--T029758_2007
2241	T089060_2011	T067510_2008	T067526_2008	T067510_2008--T067526_2008
2242	T089063_2011	T071683_2008	T054803_2008	T071683_2008--T054803_2008
2243	T089064_2011	T029672_2007	T029606_2007	T029672_2007--T029606_2007
2244	T089066_2011	T071675_2008	T054274_2008	T071675_2008--T054274_2008
2245	T089068_2011	T054326_2008	T054364_2008	T054326_2008--T054364_2008
2246	T089069_2011	T030007_2007	T029993_2007	T030007_2007--T029993_2007
2247	T089071_2011	T055928_2008	T056023_2008	T055928_2008--T056023_2008
2248	T089073_2011	T071624_2008	T054051_2008	T071624_2008--T054051_2008
2249	T089074_2011	T029922_2007	T029859_2007	T029922_2007--T029859_2007
2250	T089075_2011	T056120_2008	T056340_2008	T056120_2008--T056340_2008
2251	T089077_2011	T029543_2007	T029516_2007	T029543_2007--T029516_2007
2252	T089079_2011	T030052_2007	T030187_2007	T030052_2007--T030187_2007
2253	T089080_2011	T030007_2007	T029993_2007	T030007_2007--T029993_2007
2254	T089081_2011	T055247_2008	T055178_2008	T055247_2008--T055178_2008
2255	T089082_2011	T054544_2008	T071658_2008	T054544_2008--T071658_2008
2256	T089084_2011	T030279_2007	T030148_2007	T030279_2007--T030148_2007
2257	T089085_2011	T054270_2008	T054151_2008	T054270_2008--T054151_2008
2258	T089086_2011	T071648_2008	T054216_2008	T071648_2008--T054216_2008
2259	T089087_2011	T030385_2007	T030260_2007	T030385_2007--T030260_2007
2260	T089088_2011	T054144_2008	T054146_2008	T054144_2008--T054146_2008
2261	T089089_2011	T029847_2007	T029934_2007	T029847_2007--T029934_2007
2262	T089091_2011	T054795_2008	T054549_2008	T054795_2008--T054549_2008
2263	T089092_2011	T029506_2007	T029806_2007	T029506_2007--T029806_2007
2264	T089097_2011	T054220_2008	T054749_2008	T054220_2008--T054749_2008
2265	T089099_2011	T029462_2007	T029422_2007	T029462_2007--T029422_2007
2266	T089102_2011	T068031_2008	T068032_2008	T068031_2008--T068032_2008
2267	T089103_2011	T030055_2007	T030511_2007	T030055_2007--T030511_2007
2268	T089105_2011	T054554_2008	T054149_2008	T054554_2008--T054149_2008
2269	T089107_2011	T068680_2008	T068721_2008	T068680_2008--T068721_2008
2270	T089110_2011	T071640_2008	T054173_2008	T071640_2008--T054173_2008
2271	T089113_2011	T054801_2008	T054531_2008	T054801_2008--T054531_2008
2272	T089114_2011	T054195_2008	T054858_2008	T054195_2008--T054858_2008
2273	T089117_2011	T029640_2007	T029596_2007	T029640_2007--T029596_2007
2274	T089122_2011	T030585_2007	T030658_2007	T030585_2007--T030658_2007
2275	T089124_2011	T029486_2007	T029882_2007	T029486_2007--T029882_2007
2276	T089125_2011	T055870_2008	T055804_2008	T055870_2008--T055804_2008
2277	T089127_2011	T056066_2008	T056094_2008	T056066_2008--T056094_2008
2278	T089128_2011	T054863_2008	T054233_2008	T054863_2008--T054233_2008
2279	T089129_2011	T030502_2007	T030427_2007	T030502_2007--T030427_2007
2280	T089131_2011	T071674_2008	T054747_2008	T071674_2008--T054747_2008
2281	T089135_2011	T054898_2008	T055955_2008	T054898_2008--T055955_2008
2282	T089138_2011	T054912_2008	T054889_2008	T054912_2008--T054889_2008
2283	T089139_2011	T054904_2008	T066831_2008	T054904_2008--T066831_2008
2284	T089140_2011	T054804_2008	T054275_2008	T054804_2008--T054275_2008
2285	T089145_2011	T054137_2008	T054240_2008	T054137_2008--T054240_2008
2286	T089146_2011	T054145_2008	T054766_2008	T054145_2008--T054766_2008
2287	T089149_2011	T054912_2008	T054889_2008	T054912_2008--T054889_2008
2288	T089150_2011	T029673_2007	T029646_2007	T029673_2007--T029646_2007
2289	T089151_2011	T071675_2008	T054274_2008	T071675_2008--T054274_2008
2290	T089152_2011	T054010_2008	T054011_2008	T054010_2008--T054011_2008
2291	T089153_2011	T054268_2008	T054798_2008	T054268_2008--T054798_2008
2292	T089154_2011	T029889_2007	T029761_2007	T029889_2007--T029761_2007
2293	T089155_2011	T030529_2007	T030298_2007	T030529_2007--T030298_2007
2294	T089157_2011	T054147_2008	T054556_2008	T054147_2008--T054556_2008
2295	T089158_2011	T054540_2008	T054759_2008	T054540_2008--T054759_2008
2296	T089161_2011	T030438_2007	T029971_2007	T030438_2007--T029971_2007
2297	T089162_2011	T029654_2007	T029855_2007	T029654_2007--T029855_2007
2298	T089163_2011	T030234_2007	T030433_2007	T030234_2007--T030433_2007
2299	T089166_2011	T059379_2009	T059371_2009	T059379_2009--T059371_2009
2300	T089167_2011	T029639_2007	T029681_2007	T029639_2007--T029681_2007
2301	T089169_2011	T071683_2008	T054803_2008	T071683_2008--T054803_2008
2302	T089170_2011	T067774_2008	T067804_2008	T067774_2008--T067804_2008
2303	T089172_2011	T029728_2007	T029744_2007	T029728_2007--T029744_2007
2304	T089173_2011	T057431_2009	T057415_2009	T057431_2009--T057415_2009
2305	T089175_2011	T055247_2008	T055178_2008	T055247_2008--T055178_2008
2306	T089176_2011	T059577_2009	T104807_2009	T059577_2009--T104807_2009
2307	T089177_2011	T029792_2007	T029896_2007	T029792_2007--T029896_2007
2308	T089178_2011	T030352_2007	T030545_2007	T030352_2007--T030545_2007
2309	T089181_2011	T030328_2007	T030374_2007	T030328_2007--T030374_2007
2310	T089182_2011	T054802_2008	T054782_2008	T054802_2008--T054782_2008
2311	T089183_2011	T054045_2008	T054312_2008	T054045_2008--T054312_2008
2312	T089184_2011	T054266_2008	T054168_2008	T054266_2008--T054168_2008
2313	T089185_2011	T054185_2008	T071646_2008	T054185_2008--T071646_2008
2314	T089186_2011	T055187_2008	T055225_2008	T055187_2008--T055225_2008
2315	T089187_2011	T054503_2008	T054505_2008	T054503_2008--T054505_2008
2316	T089189_2011	T029728_2007	T029744_2007	T029728_2007--T029744_2007
2317	T089190_2011	T054147_2008	T054556_2008	T054147_2008--T054556_2008
2318	T089191_2011	T029655_2007	T029680_2007	T029655_2007--T029680_2007
2319	T089192_2011	T029559_2007	T029815_2007	T029559_2007--T029815_2007
2320	T089193_2011	T029349_2007	T029750_2007	T029349_2007--T029750_2007
2321	T089194_2011	T069645_2008	T069972_2008	T069645_2008--T069972_2008
2322	T089195_2011	T029708_2007	T029606_2007	T029708_2007--T029606_2007
2323	T089197_2011	T059601_2009	T059600_2009	T059601_2009--T059600_2009
2324	T089198_2011	T029379_2007	T029339_2007	T029379_2007--T029339_2007
2325	T089202_2011	T055241_2008	T055177_2008	T055241_2008--T055177_2008
2326	T089207_2011	T054769_2008	T054238_2008	T054769_2008--T054238_2008
2327	T089209_2011	T054220_2008	T054749_2008	T054220_2008--T054749_2008
2328	T089211_2011	T054129_2008	T054111_2008	T054129_2008--T054111_2008
2329	T089214_2011	T029640_2007	T029596_2007	T029640_2007--T029596_2007
2330	T089216_2011	T059917_2009	T059926_2009	T059917_2009--T059926_2009
2331	T089217_2011	T054241_2008	T054547_2008	T054241_2008--T054547_2008
2332	T089218_2011	T054195_2008	T054858_2008	T054195_2008--T054858_2008
2333	T089219_2011	T029682_2007	T029676_2007	T029682_2007--T029676_2007
2334	T089220_2011	T030389_2007	T030262_2007	T030389_2007--T030262_2007
2335	T089221_2011	T054541_2008	T054183_2008	T054541_2008--T054183_2008
2336	T089222_2011	T054331_2008	T054334_2008	T054331_2008--T054334_2008
2337	T089223_2011	T056366_2008	T056148_2008	T056366_2008--T056148_2008
2338	T089224_2011	T058422_2009	T058468_2009	T058422_2009--T058468_2009
2339	T089226_2011	T054503_2008	T054505_2008	T054503_2008--T054505_2008
2340	T089227_2011	T030080_2007	T030157_2007	T030080_2007--T030157_2007
2341	T089228_2011	T054222_2008	T054189_2008	T054222_2008--T054189_2008
2342	T089229_2011	T029843_2007	T029312_2007	T029843_2007--T029312_2007
2343	T090276_2011	T055180_2008	T055184_2008	T055180_2008--T055184_2008
2344	T090310_2011	T055281_2008	T067448_2008	T055281_2008--T067448_2008
2345	T090313_2011	T054899_2008	T066885_2008	T054899_2008--T066885_2008
2346	T090315_2011	T066847_2008	T054868_2008	T066847_2008--T054868_2008
2347	T090317_2011	T054128_2008	T066546_2008	T054128_2008--T066546_2008
2348	T090321_2011	T054899_2008	T066885_2008	T054899_2008--T066885_2008
2349	T090323_2011	T055961_2008	T066879_2008	T055961_2008--T066879_2008
2350	T090324_2011	T066775_2008	T066858_2008	T066775_2008--T066858_2008
2351	T090327_2011	T066853_2008	T054867_2008	T066853_2008--T054867_2008
2352	T090329_2011	T054898_2008	T055955_2008	T054898_2008--T055955_2008
2353	T090330_2011	T066783_2008	T054941_2008	T066783_2008--T054941_2008
2354	T090334_2011	T066783_2008	T054941_2008	T066783_2008--T054941_2008
2355	T104866_2011	T055247_2008	T055178_2008	T055247_2008--T055178_2008
2356	T104869_2011	T067094_2008	T067165_2008	T067094_2008--T067165_2008
2357	T104873_2011	T055928_2008	T056179_2008	T055928_2008--T056179_2008
2358	T104877_2011	T068850_2008	T068819_2008	T068850_2008--T068819_2008
2359	T104880_2011	T055998_2008	T055997_2008	T055998_2008--T055997_2008
2360	T104881_2011	T067196_2008	T067217_2008	T067196_2008--T067217_2008
2361	T104883_2011	T055866_2008	T055855_2008	T055866_2008--T055855_2008
2362	T104884_2011	T055928_2008	T056322_2008	T055928_2008--T056322_2008
2363	T104888_2011	T056000_2008	T056003_2008	T056000_2008--T056003_2008
2364	T104891_2011	T055989_2008	T056012_2008	T055989_2008--T056012_2008
2365	T104893_2011	T067133_2008	T067361_2008	T067133_2008--T067361_2008
2366	T104896_2011	T055873_2008	T055872_2008	T055873_2008--T055872_2008
2367	T104897_2011	T067647_2008	T055711_2008	T067647_2008--T055711_2008
2368	T104900_2011	T067774_2008	T067876_2008	T067774_2008--T067876_2008
2369	T104901_2011	T055807_2008	T055842_2008	T055807_2008--T055842_2008
2370	T104902_2011	T055928_2008	T056023_2008	T055928_2008--T056023_2008
2371	T104903_2011	T068531_2008	T068487_2008	T068531_2008--T068487_2008
2372	T104904_2011	T067044_2008	T066942_2008	T067044_2008--T066942_2008
2373	T104905_2011	T056073_2008	T056046_2008	T056073_2008--T056046_2008
2374	T104907_2011	T067007_2008	T066977_2008	T067007_2008--T066977_2008
2375	T104909_2011	T056091_2008	T056325_2008	T056091_2008--T056325_2008
2376	T090349_2011	T054899_2008	T066885_2008	T054899_2008--T066885_2008
2377	T090352_2011	T054908_2008	T066764_2008	T054908_2008--T066764_2008
2378	T090354_2011	T066809_2008	T054920_2008	T066809_2008--T054920_2008
2379	T089232_2011	T054804_2008	T054275_2008	T054804_2008--T054275_2008
2380	T089233_2011	T056044_2008	T056371_2008	T056044_2008--T056371_2008
2381	T089234_2011	T071625_2008	T054074_2008	T071625_2008--T054074_2008
2382	T089236_2011	T029994_2007	T030426_2007	T029994_2007--T030426_2007
2383	T089240_2011	T030550_2007	T030489_2007	T030550_2007--T030489_2007
2384	T089242_2011	T054222_2008	T054189_2008	T054222_2008--T054189_2008
2385	T089243_2011	T054783_2008	T054755_2008	T054783_2008--T054755_2008
2386	T089244_2011	T054266_2008	T054168_2008	T054266_2008--T054168_2008
2387	T089245_2011	T054249_2008	T054796_2008	T054249_2008--T054796_2008
2388	T089246_2011	T029843_2007	T029312_2007	T029843_2007--T029312_2007
2389	T089249_2011	T067196_2008	T067217_2008	T067196_2008--T067217_2008
2390	T089252_2011	T054795_2008	T054549_2008	T054795_2008--T054549_2008
2391	T089254_2011	T056091_2008	T056373_2008	T056091_2008--T056373_2008
2392	T089257_2011	T055247_2008	T055178_2008	T055247_2008--T055178_2008
2393	T089259_2011	T067206_2008	T067143_2008	T067206_2008--T067143_2008
2394	T089260_2011	T030712_2007	T030726_2007	T030712_2007--T030726_2007
2395	T089261_2011	T029938_2007	T029758_2007	T029938_2007--T029758_2007
2396	T089265_2011	T054772_2008	T054231_2008	T054772_2008--T054231_2008
2397	T089271_2011	T067105_2008	T067177_2008	T067105_2008--T067177_2008
2398	T089272_2011	T067054_2008	T067059_2008	T067054_2008--T067059_2008
2399	T089274_2011	T055305_2008	T067381_2008	T055305_2008--T067381_2008
2400	T089276_2011	T071640_2008	T054173_2008	T071640_2008--T054173_2008
2401	T089472_2011	T054795_2008	T054549_2008	T054795_2008--T054549_2008
2402	T089473_2011	T030328_2007	T030374_2007	T030328_2007--T030374_2007
2403	T089477_2011	T054912_2008	T054889_2008	T054912_2008--T054889_2008
2404	T089478_2011	T068035_2008	T068034_2008	T068035_2008--T068034_2008
2405	T089484_2011	T054195_2008	T054858_2008	T054195_2008--T054858_2008
2406	T089489_2011	T066923_2008	T067077_2008	T066923_2008--T067077_2008
2407	T089495_2011	T054276_2008	T054743_2008	T054276_2008--T054743_2008
2408	T089497_2011	T030241_2007	T030266_2007	T030241_2007--T030266_2007
2409	T089500_2011	T054263_2008	T054832_2008	T054263_2008--T054832_2008
2410	T089501_2011	T054553_2008	T054530_2008	T054553_2008--T054530_2008
2411	T089505_2011	T054772_2008	T054231_2008	T054772_2008--T054231_2008
2412	T089509_2011	T054526_2008	T071669_2008	T054526_2008--T071669_2008
2413	T089510_2011	T054270_2008	T054151_2008	T054270_2008--T054151_2008
2414	T089514_2011	T069275_2008	T069251_2008	T069275_2008--T069251_2008
2415	T089516_2011	T066954_2008	T067059_2008	T066954_2008--T067059_2008
2416	T089518_2011	T029728_2007	T029744_2007	T029728_2007--T029744_2007
2417	T089522_2011	T056070_2008	T056171_2008	T056070_2008--T056171_2008
2418	T089523_2011	T059577_2009	T104807_2009	T059577_2009--T104807_2009
2419	T089527_2011	T054797_2008	T071680_2008	T054797_2008--T071680_2008
2420	T089528_2011	T055140_2008	T055249_2008	T055140_2008--T055249_2008
2421	T089529_2011	T071663_2008	T054764_2008	T071663_2008--T054764_2008
2422	T089530_2011	T055211_2008	T055208_2008	T055211_2008--T055208_2008
2423	T089531_2011	T054772_2008	T054231_2008	T054772_2008--T054231_2008
2424	T089534_2011	T071433_2008	T071498_2008	T071433_2008--T071498_2008
2425	T089535_2011	T029919_2007	T029657_2007	T029919_2007--T029657_2007
2426	T089537_2011	T054130_2008	T054112_2008	T054130_2008--T054112_2008
2427	T089541_2011	T029996_2007	T030448_2007	T029996_2007--T030448_2007
2428	T089544_2011	T055247_2008	T055178_2008	T055247_2008--T055178_2008
2429	T089546_2011	T068824_2008	T068856_2008	T068824_2008--T068856_2008
2430	T089547_2011	T069269_2008	T068929_2008	T069269_2008--T068929_2008
2431	T089550_2011	T067093_2008	T067130_2008	T067093_2008--T067130_2008
2432	T089555_2011	T029425_2007	T029430_2007	T029425_2007--T029430_2007
2433	T089556_2011	T054857_2008	T071678_2008	T054857_2008--T071678_2008
2434	T089557_2011	T029831_2007	T029923_2007	T029831_2007--T029923_2007
2435	T089558_2011	T029845_2007	T029555_2007	T029845_2007--T029555_2007
2436	T089562_2011	T055140_2008	T055249_2008	T055140_2008--T055249_2008
2437	T089564_2011	T067196_2008	T067114_2008	T067196_2008--T067114_2008
2438	T089565_2011	T067510_2008	T067545_2008	T067510_2008--T067545_2008
2439	T089566_2011	T054286_2008	T054211_2008	T054286_2008--T054211_2008
2440	T089569_2011	T067101_2008	T067182_2008	T067101_2008--T067182_2008
2441	T089574_2011	T029940_2007	T029962_2007	T029940_2007--T029962_2007
2442	T104913_2011	T055729_2008	T068662_2008	T055729_2008--T068662_2008
2443	T104924_2011	T067351_2008	T066992_2008	T067351_2008--T066992_2008
2444	T104925_2011	T055820_2008	T055991_2008	T055820_2008--T055991_2008
2445	T104931_2011	T066963_2008	T067341_2008	T066963_2008--T067341_2008
2446	T104932_2011	T068944_2008	T055751_2008	T068944_2008--T055751_2008
2447	T104933_2011	T066518_2008	T066556_2008	T066518_2008--T066556_2008
2448	T089580_2011	T055157_2008	T055156_2008	T055157_2008--T055156_2008
2449	T089581_2011	T054355_2008	T054317_2008	T054355_2008--T054317_2008
2450	T089588_2011	T066526_2008	T054125_2008	T066526_2008--T054125_2008
2451	T089590_2011	T054220_2008	T054749_2008	T054220_2008--T054749_2008
2452	T089591_2011	T071674_2008	T054747_2008	T071674_2008--T054747_2008
2453	T089597_2011	T054305_2008	T054478_2008	T054305_2008--T054478_2008
2454	T089599_2011	T054797_2008	T071680_2008	T054797_2008--T071680_2008
2455	T089604_2011	T030386_2007	T030530_2007	T030386_2007--T030530_2007
2456	T089607_2011	T054857_2008	T071678_2008	T054857_2008--T071678_2008
2457	T089616_2011	T054326_2008	T054364_2008	T054326_2008--T054364_2008
2458	T089620_2011	T054526_2008	T071669_2008	T054526_2008--T071669_2008
2459	T089622_2011	T054184_2008	T054152_2008	T054184_2008--T054152_2008
2460	T089623_2011	T055325_2008	T055609_2008	T055325_2008--T055609_2008
2461	T089628_2011	T054331_2008	T054334_2008	T054331_2008--T054334_2008
2462	T089629_2011	T054285_2008	T054744_2008	T054285_2008--T054744_2008
2463	T089631_2011	T030007_2007	T029993_2007	T030007_2007--T029993_2007
2464	T089653_2011	T055325_2008	T055609_2008	T055325_2008--T055609_2008
2465	T089655_2011	T030279_2007	T030148_2007	T030279_2007--T030148_2007
2466	T089656_2011	T054268_2008	T054798_2008	T054268_2008--T054798_2008
2467	T089658_2011	T054540_2008	T054759_2008	T054540_2008--T054759_2008
2468	T089665_2011	T054137_2008	T054240_2008	T054137_2008--T054240_2008
2469	T089670_2011	T030710_2007	T030677_2007	T030710_2007--T030677_2007
2470	T089674_2011	T071662_2008	T054208_2008	T071662_2008--T054208_2008
2471	T089675_2011	T054093_2008	T054104_2008	T054093_2008--T054104_2008
2472	T089676_2011	T054012_2008	T054019_2008	T054012_2008--T054019_2008
2473	T089679_2011	T071657_2008	T054259_2008	T071657_2008--T054259_2008
2474	T089680_2011	T054236_2008	T071642_2008	T054236_2008--T071642_2008
2475	T089681_2011	T054134_2008	T054229_2008	T054134_2008--T054229_2008
2476	T090360_2011	T054913_2008	T066877_2008	T054913_2008--T066877_2008
2477	T089683_2011	T029692_2007	T029880_2007	T029692_2007--T029880_2007
2478	T089687_2011	T055295_2008	T055321_2008	T055295_2008--T055321_2008
2479	T089688_2011	T055152_2008	T055253_2008	T055152_2008--T055253_2008
2480	T089690_2011	T055157_2008	T055156_2008	T055157_2008--T055156_2008
2481	T089692_2011	T071625_2008	T054074_2008	T071625_2008--T054074_2008
2482	T089693_2011	T071635_2008	T054287_2008	T071635_2008--T054287_2008
2483	T089695_2011	T054550_2008	T054139_2008	T054550_2008--T054139_2008
2484	T089698_2011	T055193_2008	T055189_2008	T055193_2008--T055189_2008
2485	T089699_2011	T054769_2008	T054238_2008	T054769_2008--T054238_2008
2486	T089701_2011	T030035_2007	T030261_2007	T030035_2007--T030261_2007
2487	T089703_2011	T029373_2007	T029907_2007	T029373_2007--T029907_2007
2488	T089707_2011	T054801_2008	T054531_2008	T054801_2008--T054531_2008
